elapsed_time,current_x
0.4078786373138428,0.0
0.5070297718048096,0.01484
0.6066122055053711,0.08
0.7277622222900391,0.16806
0.7741537094116211,0.26751
0.8863084316253662,0.35531
1.03523588180542,0.4259
1.1392698287963867,0.49531
1.1802127361297607,0.57612
1.2857952117919922,0.66288
1.4859745502471924,0.80594
1.685258150100708,0.86269
1.7067270278930664,0.92628
1.8066871166229248,0.99322
1.905947208404541,1.05382
2.0060219764709473,1.10388
2.127570629119873,1.14783
2.29056978225708,1.19139
2.3079662322998047,1.23764
2.557039976119995,1.28258
3.302595615386963,1.53558
3.328125238418579,1.60832
3.4396283626556396,1.64566
3.5397439002990723,1.67626
3.6515002250671387,1.69225
3.807706594467163,1.70612
3.8860421180725098,1.72468
4.006016254425049,1.7451
4.104366302490234,1.7593
4.317694664001465,1.76922
4.328213214874268,1.78013
4.420223951339722,1.79451
4.541910171508789,1.80766
4.544731140136719,1.81757
4.642226219177246,1.82702
4.742733716964722,1.83663
4.851816415786743,1.84725
5.036426782608032,1.85496
5.043596267700195,1.86122
5.187443256378174,1.86976
5.24562931060791,1.87933
5.391653537750244,1.88563
5.44483208656311,1.88994
5.745502471923828,1.90341
5.745502471923828,1.90927
5.866705417633057,1.91363
5.956241130828857,1.91922
6.052891254425049,1.92733
6.253993272781372,1.93207
6.253993272781372,1.93391
6.403926849365234,1.93563
6.4860663414001465,1.93915
6.618033170700073,1.94454
6.686350584030151,1.94932
6.846468448638916,1.95172
6.887223243713379,1.95299
6.9633283615112305,1.95575
7.0663652420043945,1.9601
7.25867772102356,1.9649
7.335689067840576,1.96607
7.386874198913574,1.96789
7.50662636756897,1.97108
7.606675624847412,1.97481
7.701178073883057,1.97853
7.898234605789185,1.98143
7.898234605789185,1.98332
8.018285989761353,1.9857
8.13475751876831,1.98919
8.245425701141357,1.99277
8.32707142829895,1.9955
